Month,keyword,count,tweets
2'21,right,408,"['            if my  motherearth decides to take everyone involved in treating her like trash she cannot be sued for she became less important than those in poverty   she however has the right to sue the whole human population   ', '      so i m not finished yet with these guys bit i m not convinced so far  even though their man on the keys could probably have joined jethro tull anytime since the 70s and fitted right in  this is a bit her ethere and everywhere  tarku shavel had cornell esque vocals i thought', 'last night i had the most realistic dream that i kissed 1989 chris cornell  i m in a sensitive place right now', '  lodi     she s right ', 'eco talk  the benefits and economics of  covercrops  nysoilhealth  by judy wright  senior agriculture specialist with cornell cooperative extension of seneca county    ']"
2'21,world,403,"['            than the so hurt  babies youth   left behind by humans who killed their parents have to trust them to survive instead letting our family members worldwide do their jobs   my family should never be compared to humans   ', '            oh my gosh   is worth than my family  their generations  homes worlds  amp  especially their babies youth     a fucking product is worth than a life because the law is guilty of discrimination   ', '          so overpriced  liberalized colleges  aka the new woke  higher learning  are cranking up the ignorance they gleefully dispense just to see how far they can go  all while making millions and sending miseducated  napping spawn into the world  a sad waste  if woke    stupid   abend  ', 'we were supposed to be at disney world for   calc this weekend  ', '  ill answer again anyway   nothing compares to u   chris cornell  pearl jam   keep on rockin in the free world and type o negative   cinnamon girl']"
2'21,professor,401,"['    this is heart breaking  please respond    add dry ice to her package asap  this material is the start of her brilliant career as a cornell professor ', ' before getting back to cornell   this spring i have accepted an invite from the holy spirit university of kaslik  usek  to be a visiting professor of comparative law          excited to be in beirut in few hours     ', ' again  amp  again    occurs in communities w  serious oppression  good ex is susan rice s father emmett j  rice  cornell economics professor  fed governor  expert on monetary systems of developing countries    where was he born  little florence sc  today florence is 46 7  afam  1   ', '2  second year grad school professor lipskey    later to become dean lipskey   on reading one of my papers wrote  wow  you made me think differently  that doesn t happen often  thanks      a    that was about 40 years ago  i guess i got my  kick in the butt  ', 'soon to be published  oil money  the petrodollars in the middle east and the transformation of the american empire  1967 1988  author  david m white cornell university press date  7 15 2021 david m  white is a professor of history at the university of north carolina at greensboro  ']"
2'21,best,399,"['  crouton so glad you are close to cornell  they really do have the best vet care on the east coast ', '  true   the may 77 run of shows boston  cornell  buffalo  etc are the best of the best     ', '    close  cornell  was sitting seven rows behind the goalie with my dad  best game i ve ever been to ', 'if i say i am listening to a live recording of a band from cornell on 5 8 77   do you know the band  it s not their best recording because of the set list or the line up  but because this recording is the band at their warmest sound ', 'chris cornell best pipes of all time ']"
2'21,dorisday,393,"[' vintage  music  records  78rpm  10inch  tennesseeernie  frankchacksfield  chacksfield  cornell  dorisday  doncherry  rosemaryclooney  glenmiller  chuckmiller  miller in my  etsy  shop  g v  ', ' vintage  music  records  78rpm  10inch  snooky  lanson  tennesseeernie  frankchacksfield  chacksfield  cornell  dorisday  doncherry  rosemaryclooney  glenmiller in my  etsy  shop  g t  ', ' vintage  music  records  78rpm  10inch  doncornell  chuckmiller  snooky  lanson  tennesseeernie  frankchacksfield  chacksfield  cornell  dorisday  doncherry in my  etsy  shop   g s  ', ' vintage  music  records  78rpm  10inch  snookylanson  doncornell  chuckmiller  snooky  lanson  tennesseeernie  frankchacksfield  chacksfield  cornell  dorisday in my  etsy  shop  g q  ', ' vintage  music  records  78rpm  10inch  doncornell  cornell  dorisday  doncherry  rosemaryclooney  glenmiller  chuckmiller  miller  snookylanson  tennesseeernie in my  etsy  shop  g d  ']"
2'21,chuckmiller,392,"[' vintage  music  records  78rpm  10inch  tennesseeernie  frankchacksfield  chacksfield  cornell  dorisday  doncherry  rosemaryclooney  glenmiller  chuckmiller  miller in my  etsy  shop  g v  ', ' vintage  music  records  78rpm  10inch  doncornell  chuckmiller  snooky  lanson  tennesseeernie  frankchacksfield  chacksfield  cornell  dorisday  doncherry in my  etsy  shop   g s  ', ' vintage  music  records  78rpm  10inch  snookylanson  doncornell  chuckmiller  snooky  lanson  tennesseeernie  frankchacksfield  chacksfield  cornell  dorisday in my  etsy  shop  g q  ', ' vintage  music  records  78rpm  10inch  doncornell  cornell  dorisday  doncherry  rosemaryclooney  glenmiller  chuckmiller  miller  snookylanson  tennesseeernie in my  etsy  shop  g d  ', ' vintage  music  records  78rpm  10inch  doncornell  cornell  dorisday  doncherry  rosemaryclooney  glenmiller  chuckmiller  miller  snookylanson  tennesseeernie in my  etsy  shop  g c  ']"
2'21,life,390,"['            oh my gosh   is worth than my family  their generations  homes worlds  amp  especially their babies youth     a fucking product is worth than a life because the law is guilty of discrimination   ', 'mango lives at squirrelwood equine sanctuary  ny nonprofit therapy for vets w  ptsd    mango had emergency lifesaving surgery at a cornell vet hospital this am  this means     for her moms   please  can u help  gofundme is  mango s surgery   or donate at     ', '  life   donald   tweeted cornell law s definition of assault   intentionally putting another person in reasonable fear of imminent harmful or offensive contact  physical injury not required   threatening language   assault  when it s physical  including spitting   it transitions from assault to battery ', 'two frats at cornell university under investigation for recruitment violations amid covid 19  possibly involving in person activities   bbn  cornell  covidgreeklife  collegecovid  fratscovid  ', ' 5 6      one year later he would go on to complete his master s degree at columbia university    sowell would go on to spend much of his life working in academia  teaching at cornell university  howard university  rutgers university  and the university of california  among   ']"
2'21,class,388,"['  football       lucas  hunter 6 2    200 ibs class  2023 position  qb school  cornwall central hs  ny coach  ryan baldock    40  4 9  shuttle  4 48 gpa  4 375 ncaa id  1912759908    ', 'a terrific idea   i hope my alma mater cornell follows suit  so many of my black classmates who didn t complete their degrees had insurmountable financial and family constraints  now with so many courses available online  this seems easier than ever   ', '  cornell wasn t great but he seems like world class compared to the two we have this season ', '      appreciate it boss    when my daughter said dad you old why you taking classes  i told her never to old to keep learning and growing     blessed', 'students in carl ostendarp s advanced painting class at cornell university college of architecture  art  and planning work in the daylight filled studio in olive tjaden hall   ']"
2'21,thank,386,"['  cornell thank you david  the feeling is mutual ', 'thank you to everyone hosting this weekend  cornell  mafl  vfl  and iifa all had really efficient and fun tournaments  and congrats to everyone on a good day of competition  we ll be back at it tomorrow  get some rest and take care       ', '  crouton thank you for all the updates   it may be time for a deep breath and a   for you and diane  must be so hard to have  all the way up at cornell but thank goodness she s in good hands ', 'thanks to everyone at the comparative muslim societies program at   for the opportunity to chat with such a wonderful group   ', ' musicallunch  nowplaying chris cornell   thank you  led zeppelin  on    ']"
2'21,many,385,"['    agree  chris cornell s tragedy got to me  although many of them did too but i always think of chris cornell', '    cornell     she s been the  1 woman in talk radio for many years  only woman in the top 10 ', '      cornell which is clearly evident on the article i left for you  we cant cut emissions by 45  while also satisfying capitalism s global demand for perpetual 3  growth of consumption to prevent its collapse  no matter how many solar panels are thrown at it ', '    i had many great teachers along the way  for which i m eternally grateful   but as an airforce brat  moving around  8 schools from k 12  these relationships were constantly interrupted  still  they kept embers burning until i was prepared to embrace the gift of school learning ', 'a terrific idea   i hope my alma mater cornell follows suit  so many of my black classmates who didn t complete their degrees had insurmountable financial and family constraints  now with so many courses available online  this seems easier than ever   ']"
2'21,need,373,"['  cornell largely empty and leaky interior spaces brought to beach like temperatures  it is not going to happen  what    calls  our land    a new commonwealth  it needs a moses to lead us there  from slavery of lives only fossil fuel use makes available to more ', '    i have an old progressive pro labor joe hill poster from the 1970 s ithaca cornell area that i now need to unearth and scrutinize  paragraphs of statements and quotes surround his image if i recall correctly ', '      cornell i am on your side but i critique ideas as they have to stand up to physics and be viable within ecological limits or are useless  physics dictates to avoid  2 oc we need 45  reduction by 2030  that means mitigation which   reduction in consumption  cant be done under capitalism ', '      cornell electrical power generation today   just 30  of emissions  you need to not only turn all current electrical gen to renewable  you need to tripple size of the entire energy grid for the other 70    amp  do that every 30 yrs to keep up with perpetual growth do you see a problem yet ', 'i need to know which ivy league school greg went to  it s clearly not harvard or cornell or we d know already   survivor']"
